X,Y,OBJECTID,BearID,ReportDate,SubType,RoadDate,Region,BMU,County,Locale,ZipCode,Latitude,Longitude,OrigCap,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
73196.1715999991,734031.1468,43143,Bear-0000010609,1981/06/30 00:00:00+00,Carcass,1981/06/30 00:00:00+00,Northwest,West Panhandle,Escambia, ,0,30.57331,-87.41047, ,Male,Juvenile,95,2,0,0, , , , , ,0, ,
81974.0086000003,728327.6954,43144,Bear-0000011317,1994/05/09 00:00:00+00,Carcass,1994/05/09 00:00:00+00,Northwest,West Panhandle,Escambia, ,0,30.52409,-87.31731, ,Male,Adult,355,6,0,0, , , , , ,0, ,
94115.4488999993,756347.9552,43145,Bear-0000018075,2016/12/11 00:00:00+00,Carcass,2016/12/10 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32570,30.779416,-87.1983, ,Male,Juvenile,178,2,0,0, , , , , ,0, ,
96622.6013000011,709315.5671,43146,Bear-0000019553,2019/05/26 00:00:00+00,Carcass,2019/05/26 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32561,30.3563,-87.1595, ,Female,Juvenile,155,2,0,0, , , , , ,0, ,
98723.4510000013,710081.6047,43147,Bear-0000018320,2017/04/30 00:00:00+00,Carcass,2017/04/30 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.3636833,-87.1378333, ,Male,Cub,10,0.25, , , , , , , ,0, ,
101925.047899999,744880.1217,43148,Bear-0000021040,2022/04/29 00:00:00+00,Carcass,2022/04/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32570,30.6778949,-87.1136518,Yes,Male,Adult,0,3,0,0, , , , , ,0, ,
103605.1483,728844.4344,43149,Bear-0000013126,2009/06/24 00:00:00+00,Carcass,2009/06/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.53381,-87.09191, ,Male,Juvenile,245,3,0,0,W231, ,W231, ,W231,0,"26607, 28976",
105527.097199999,713196.6771,43150,Bear-0000014012,2014/03/22 00:00:00+00,Carcass,2014/03/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.393285,-87.067809, ,Female,Adult,225,3,0,0,W250, ,W250, ,W250,0,56407,
106578.9186,712934.6438,43151,Bear-0000018183,2016/12/24 00:00:00+00,Carcass,2016/12/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.39116,-87.056788, ,Male,Juvenile,110,0,0,0, , , , , ,0, ,
107211.282400001,730751.5068,43152,Bear-0000019179,2018/10/23 00:00:00+00,Carcass,2018/10/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.5518,-87.0548, ,Female,Adult,162,21, , , , , , , ,0, ,
107211.282400001,730751.5068,43153,Bear-0000018100,2016/12/24 00:00:00+00,Carcass,2016/12/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.5518,-87.0548, ,Female,Adult,175,4,0,0, , , , , ,0, ,
106993.0013,713000.7629,43154,Bear-0000020482,2020/10/03 00:00:00+00,Carcass,2020/10/03 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.391848,-87.052493,Yes,Female,Adult,250,3,0,0, , , , , ,0, ,
108913.983100001,752306.8298,43155,Bear-0000012961,2008/04/27 00:00:00+00,Carcass,2008/04/26 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.74638,-87.04259, ,Male,Adult,275,3,0,0, , , , , ,0, ,
108484.5167,713202.8327,43156,Bear-0000007686,2010/05/21 00:00:00+00,Carcass,2010/05/21 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.394,-87.0370128, ,Female,Adult,180,4, , , , , , ,None,0, ,
108608.022500001,713266.6551,43157,Bear-0000021766,2023/09/24 00:00:00+00,Carcass,2023/09/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.3946023,-87.035743, ,Male,Cub,40,0, , , , , , , ,0, ,
109536.973200001,713387.8815,43158,Bear-0000019552,2019/05/26 00:00:00+00,Carcass,2019/05/26 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.3959,-87.0261, ,Female,Adult,172,9,Unknown,Unknown, , , , , ,0, ,
109748.373,713432.9841,43159,Bear-0000017472,2014/11/29 00:00:00+00,Carcass,2014/11/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.396353,-87.02391, ,Male,Cub,29,0.83, , , , , , , ,0, ,
110952.846700002,733932.8154,43160,Bear-0000010773,1986/07/15 00:00:00+00,Carcass,1986/07/15 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.58129,-87.01659, ,Male,Juvenile,215,4,0,0, , ,AB 14, ,14,0, ,
111936.858199999,734740.1658,43161,Bear-0000013458,2012/06/22 00:00:00+00,Carcass,2012/06/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.58878,-87.00653, ,Male,Juvenile,120,2,0,0, , , , , ,0, ,
112003.690200001,734866.9622,43162,Bear-0000019032,2018/08/24 00:00:00+00,Carcass,2018/08/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.589937,-87.005865, ,Male,Juvenile,47,2, , , , , , , ,0, ,
112646.7119,735409.4038,43163,Bear-0000013708,2013/04/02 00:00:00+00,Carcass,2013/04/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.594965,-86.999294, ,Male,Adult,255,4,0,0, , , , ,W240,0,35652,
112816.386399999,735532.8145,43164,Bear-0000018423,2017/07/01 00:00:00+00,Carcass,2017/07/01 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.596114,-86.997555, ,Male,Adult,270,3, , , , , , , ,0, ,
113562.409899998,736160.264,43165,Bear-0000013433,2012/02/03 00:00:00+00,Carcass,2012/02/03 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.60193,-86.98993, ,Male,Adult,350,3,0,0, , , , , ,0, ,
113730.199900001,736297.718,43166,Bear-0000013217,2011/01/18 00:00:00+00,Carcass,2011/01/18 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.603205,-86.988214, ,Male,Adult,405,6,0,0, , , , , ,0,36091,
113924.953899998,736436.7411,43167,Bear-0000013819,2013/11/23 00:00:00+00,Carcass,2013/11/23 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.6045,-86.986217, ,Female,Adult,120,5,0,0, , , , , ,0,54307,
113991.561700001,733944.1597,43168,Bear-0000021873,2023/11/07 00:00:00+00,Capture,2023/11/07 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.5820585,-86.9848923, ,Male,Cub,42,0, , , , , , , ,0, ,
114186.123,736647.3069,43169,Bear-0000017302,2015/12/17 00:00:00+00,Carcass,2015/12/17 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.606454,-86.983545, ,Female,Adult,145,3, , , , , , , ,0, ,
113657.170200001,713975.752,43170,Bear-0000017588,2016/06/14 00:00:00+00,Carcass,2016/06/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.4021,-86.98334, ,Male,Adult,455,5, , , , , , , ,0, ,
114369.9593,736846.5392,43171,Bear-0000018578,2017/10/08 00:00:00+00,Carcass,2017/10/08 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.608289,-86.981677,Yes,Female,Juvenile,76,2,0,0, , , , , ,0, ,
114411.296999998,736816.2364,43172,Bear-0000019027,2018/08/11 00:00:00+00,Carcass,2018/08/11 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.608025,-86.981238, ,Female,Adult,180,12, , , , , , , ,0, ,
114961.481699999,737348.7162,43173,Bear-0000021421,2022/12/14 00:00:00+00,Carcass,2022/12/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.612942,-86.975631,Yes,Male,Juvenile,112,1, , , , , , , ,0, ,
115304.9705,714133.0411,43174,Bear-0000008974,2010/07/22 00:00:00+00,Carcass,2010/07/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.403875,-86.966218, ,Female,Juvenile,120,1, , , , , , , ,0,33309,
116013.392700002,737966.708,43175,Bear-0000017301,2015/12/17 00:00:00+00,Carcass,2015/12/17 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.618738,-86.964809, ,Male,Juvenile,125,1, , , , , , , ,0, ,
115561.699700002,714116.3211,43176,Bear-0000012860,2007/07/14 00:00:00+00,Carcass,2007/07/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.40378,-86.96354, ,Male,Juvenile,100,2,0,0, , , , , ,0, ,
116341.361200001,738021.2054,43177,Bear-0000020033,2020/06/20 00:00:00+00,Carcass,2020/06/20 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.6193,-86.9614,Yes,Male,Juvenile,131,1, , , , , , , ,0, ,
115884.3642,717396.722,43178,Bear-0000021649,2023/07/27 00:00:00+00,Carcass,2023/07/27 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4334,-86.961,Yes,Female,Juvenile,100,0,0,0, , , , , ,0, ,
115872.776799999,714076.0992,43179,Bear-0000021087,2022/06/15 00:00:00+00,Carcass,2022/06/15 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32563,30.403485,-86.9602901,Yes,Female,Juvenile,0,2, , , , , , , ,0, ,
115997.1239,717411.5541,43180,Bear-0000021535,2023/04/14 00:00:00+00,Carcass,2023/04/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.433558,-86.959829,Yes,Female,Adult,200,0,Unknown,Unknown, , , , , ,0, ,
116824.745700002,737044.4951,43181,Bear-0000019301,2018/11/27 00:00:00+00,Carcass,2018/11/27 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.610605,-86.956111, ,Female,Adult,275,9,0,0, , , , , ,0, ,
116849.557599999,736769.5505,43182,Bear-0000018752,2017/11/20 00:00:00+00,Carcass,2017/11/20 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.6081333,-86.9557833, ,Female,Adult,190,0, , , , , , , ,0, ,
117085.353799999,736774.4112,43183,Bear-0000020172,2020/09/25 00:00:00+00,Carcass,2020/09/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.608228,-86.953324,Yes,Female,Adult,130,14,Unknown,Unknown, , , , , ,0, ,
118348.530000001,738780.0978,43184,Bear-0000020081,2020/06/02 00:00:00+00,Carcass,2020/06/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.62657,-86.940642,Yes,Male,Juvenile,200,1,0,0, , , , , ,0, ,
118491.9815,735383.5344,43185,Bear-0000021994,2023/07/22 00:00:00+00,Carcass,2023/07/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.596,-86.9383, ,Unknown,Adult,0,0,Unknown,Unknown, , , , , ,0, ,
118512.8015,735010.4206,43186,Bear-0000021655,2023/08/02 00:00:00+00,Carcass,2023/08/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.592643,-86.93799,Yes,Female,Juvenile,100,0,Unknown,Unknown, , , , , ,0, ,
118101.344099998,713863.6088,43187,Bear-0000013731,2013/07/24 00:00:00+00,Carcass,2013/07/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.402051,-86.937027, ,Female,Juvenile,110,1,0,0, , , , , ,0,50666,
118736.510600001,734692.6342,43188,Bear-0000020589,2021/07/01 00:00:00+00,Carcass,2021/07/01 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.589828,-86.935577,Yes,Male,Adult,473,0, , , , , , , ,0, ,
118807.361699998,734467.9533,43189,Bear-0000020195,2020/10/03 00:00:00+00,Carcass,2020/10/03 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.587819,-86.934782,Yes,Male,Cub,65,0, , , , , , , ,0, ,
119030.694899999,734258.5146,43190,Bear-0000012758,2006/12/27 00:00:00+00,Carcass,2006/12/26 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.58598,-86.9324, ,Male,Juvenile,66,1,0,0, , , , , ,0, ,
119312.091499999,739229.4356,43191,Bear-0000013732,2013/08/06 00:00:00+00,Carcass,2013/08/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.630825,-86.930697, ,Male,Adult,200,3,0,0, , , , , ,0,50670,
119277.934799999,733897.1107,43192,Bear-0000020638,2021/09/05 00:00:00+00,Carcass,2021/09/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.582777,-86.929731,Yes,Male,Adult,115,3,0,0, , , , , ,0, ,
118996.9652,718680.3511,43193,Bear-0000017238,2015/04/30 00:00:00+00,Carcass,2015/04/30 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.445633,-86.928891, ,Male,Juvenile,60,2, , , , , , , ,0, ,
119682.966800001,732824.463,43194,Bear-0000014137,1998/02/14 00:00:00+00,Carcass,1998/02/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.5732,-86.92524, ,Male,Adult,335,0,0,0,133, ,133, , ,0, ,
119950.540100001,732263.1238,43195,Bear-0000010716,1989/09/29 00:00:00+00,Carcass,1989/09/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.5682,-86.92231, ,Male,Juvenile,115,2,0,0, , , , , ,0, ,
119959.9507,731568.0459,43196,Bear-0000011571,1996/04/01 00:00:00+00,Carcass,1996/04/01 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.56194,-86.92204, ,Male,Adult,340,0,0,0, , , , , ,0, ,
120094.427200001,731619.2492,43197,Bear-0000010735,1984/11/10 00:00:00+00,Carcass,1984/11/10 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.56243,-86.92065, ,Female,Juvenile,85,1,0,0, , , , , ,0, ,
120190.7991,731413.6157,43198,Bear-0000018572,2017/09/29 00:00:00+00,Carcass,2017/09/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.560598,-86.919594, ,Male,Juvenile,70,1, , , , , , , ,0, ,
120468.952599999,730956.5959,43199,Bear-0000014122,1996/04/02 00:00:00+00,Carcass,1996/04/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.55654,-86.91658, ,Male,Adult,340,0,0,0,22 A1, ,22 A1, ,22,22, ,
120531.8248,731170.4481,43200,Bear-0000008997,2010/10/28 00:00:00+00,Carcass,2010/10/28 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.55848,-86.915977, ,Female,Cub,40,0.75, , , , , , , ,0,35421,
120535.592500001,731135.1721,43201,Bear-0000019840,2019/10/29 00:00:00+00,Carcass,2019/10/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.558163,-86.915929, ,Male,Cub,40,0, , , , , , , ,0, ,
120645.567899998,731086.7288,43202,Bear-0000012949,2008/02/07 00:00:00+00,Carcass,2008/02/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.55775,-86.91477, ,Male,Cub,50,1,0,0, , , , , ,0, ,
120431.2212,721500.5846,43203,Bear-0000017998,2016/11/13 00:00:00+00,Carcass,2016/11/13 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.471345,-86.914642, ,Male,Cub,36.1,0, , , , , , , ,0, ,
120949.0955,730988.5373,43204,Bear-0000012650,2006/01/20 00:00:00+00,Carcass,2006/01/19 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.55693,-86.91158, ,Male,Adult,360,3,0,0,W005, ,W004, ,w004,0, ,
120582.500700001,713797.9915,43205,Bear-0000008787,2006/11/06 00:00:00+00,Carcass,2006/11/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.40199,-86.91117, ,Male,Juvenile,95,1, , , , , , , ,0,21734,
120808.058200002,720997.5927,43206,Bear-0000020488,2020/10/09 00:00:00+00,Carcass,2020/10/01 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.466894,-86.910591,Yes,Male,Cub,50,0.66, , , , , , , ,0, ,
120834.542100001,721790.2183,43207,Bear-0000010327,2012/11/29 00:00:00+00,Carcass,2012/11/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.47404,-86.91051, ,Unknown,Cub,64,0,0,0, , , , , ,0,1927,
120856.610300001,722684.4032,43208,Bear-0000013816,2013/11/14 00:00:00+00,Carcass,2013/11/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.4821,-86.9105, ,Female,Adult,145,11,0,0, , , , , ,0,54299,
120839.049899999,721249.5118,43209,Bear-0000013339,2011/10/21 00:00:00+00,Carcass,2011/10/21 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.46917,-86.91033, ,Female,Adult,185,4,0,0, , , , , ,0,39335,
120851.578899998,721589.2282,43210,Bear-0000017517,2016/06/12 00:00:00+00,Carcass,2016/06/13 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.472233,-86.910283, ,Female,Adult,139.7,6,0,0, , , , , ,0, ,
120853.710700002,721423.4456,43211,Bear-0000012169,2002/11/14 00:00:00+00,Carcass,2002/11/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.47074,-86.91022, ,Female,Juvenile,130,2,0,0, , , , , ,0, ,
120855.8138,720813.3045,43212,Bear-0000008981,2010/09/25 00:00:00+00,Carcass,2010/09/25 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.465244,-86.910048, ,Male,Cub,35,0.5, , , , , , , ,0,34395,
120859.536200002,720857.1753,43213,Bear-0000010462,2000/07/23 00:00:00+00,Carcass,2000/07/23 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.46564,-86.91002, ,Female,Cub,25,0.5,0,0, , , , , ,0, ,
120854.595600002,720607.1938,43214,Bear-0000007845,2010/08/08 00:00:00+00,Carcass,2010/08/08 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.463387,-86.91001, ,Female,Cub,25,0.5, , , , , , , ,0,33617,
120870.1851,720434.2102,43215,Bear-0000021258,2022/10/22 00:00:00+00,Carcass,2022/10/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.461832,-86.909805,Yes,Female,Juvenile,0,2,0,0, , , , , ,0, ,
120891.578699999,720668.9843,43216,Bear-0000019841,2019/10/29 00:00:00+00,Carcass,2019/10/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.4639515,-86.9096398, ,Male,Adult,480,0, , , , , , , ,0, ,
120880.3598,720072.4202,43217,Bear-0000020997,2022/02/18 00:00:00+00,Carcass,2022/02/18 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.458575,-86.90961,Yes,Female,Juvenile,0,2, , , , , , , ,0, ,
121043.444499999,723690.1396,43218,Bear-0000020334,2020/11/13 00:00:00+00,Carcass,2020/11/13 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4912,-86.9088,Yes,Female,Cub,15,0.75,0,0, , , , , ,0, ,
120966.1875,720350.4658,43219,Bear-0000020989,2022/01/05 00:00:00+00,Carcass,2022/01/05 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.461098,-86.908784,Yes,Male,Cub,0,0.91, , , , , , , ,0, ,
121079.508900002,723876.8865,43220,Bear-0000009301,2014/10/24 00:00:00+00,Carcass,2014/10/24 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.49289,-86.90847, ,Male,Juvenile,100,2, , , , , , , ,0, ,
121027.4311,719424.8192,43221,Bear-0000021639,2023/07/19 00:00:00+00,Carcass,2023/07/19 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4527724,-86.9079183, ,Male,Juvenile,105,0, , , , , , , ,0, ,
121140.697999999,719269.8015,43222,Bear-0000020214,2020/10/01 00:00:00+00,Carcass,2020/10/10 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4514,-86.9067,Yes,Male,Adult,350,4, , , , , , , ,0, ,
121343.261500001,724972.938,43223,Bear-0000009299,2014/09/27 00:00:00+00,Carcass,2014/09/27 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.50282,-86.90599, ,Male,Adult,110,3, , , , , , , ,0, ,
121294.3541,719102.9987,43224,Bear-0000007539,2010/09/15 00:00:00+00,Carcass,2010/09/15 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.44993,-86.905058, ,Female,Adult,210,10, , , , , , , ,0,34411,
121459.931000002,725727.121,43225,Bear-0000013317,2011/08/06 00:00:00+00,Carcass,2011/08/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.509639,-86.904959, ,Male,Adult,261,5,0,0, , , , , ,0,38266,
121508.947099999,725776.0286,43226,Bear-0000010269,2001/11/12 00:00:00+00,Carcass,2001/11/12 00:00:00+00,Northwest,West Panhandle,Santa Rosa,OTHER,0,30.51009,-86.90446, ,Male,Juvenile,110,2,0,0, , , , , ,0, ,
121679.4595,730595.7117,43227,Bear-0000020777,2021/11/07 00:00:00+00,Carcass,2021/11/07 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32542,30.5535462,-86.9038658,Yes,Female,Adult,0,7, , , , , , , ,0, ,
121672.5163,727524.6833,43228,Bear-0000007484,2010/05/22 00:00:00+00,Carcass,2010/05/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.525878,-86.903184, ,Male,Adult,325,9, , , , , , , ,0, ,
121702.0458,727907.1659,43229,Bear-0000013811,2013/12/02 00:00:00+00,Carcass,2013/11/30 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.52933,-86.90297, ,Male,Adult,152,3,0,0, , , , , ,0, ,
121817.524099998,729765.0669,43230,Bear-0000021550,2023/05/13 00:00:00+00,Carcass,2023/05/14 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.5460922,-86.9022219,Yes,Female,Juvenile,125,0,0,0, , , , , ,0, ,
121572.5724,718870.2127,43231,Bear-0000019034,2018/08/22 00:00:00+00,Carcass,2018/08/22 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.447892,-86.902102, ,Male,Juvenile,42.5,2, , , , , , , ,0, ,
121574.050799999,718904.4793,43232,Bear-0000019594,2019/07/05 00:00:00+00,Carcass,2019/07/05 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.448201,-86.902095, ,Male,Juvenile,155,1,0,0, , , , , ,0, ,
121583.610800002,718882.4968,43233,Bear-0000013318,2011/08/16 00:00:00+00,Carcass,2011/08/16 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.448005,-86.90199, ,Male,Juvenile,110,1,0,0, , , , , ,0,38267,
121595.648200002,718900.5297,43234,Bear-0000018913,2018/04/27 00:00:00+00,Carcass,2018/04/27 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.44817,-86.901869, ,Male,Adult,185.5,3,0,0, , , , , ,0, ,
121835.182100002,727533.2863,43235,Bear-0000011327,1994/07/29 00:00:00+00,Carcass,1994/07/29 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.52599,-86.90149, ,Female,Juvenile,85,2,0,0, , , , , ,0, ,
121676.014899999,718832.6998,43236,Bear-0000018018,2016/11/11 00:00:00+00,Carcass,2016/11/11 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.447576,-86.901015, ,Female,Juvenile,80,2, , , , , , , ,0, ,
121815.115400001,718804.6729,43237,Bear-0000021024,2022/03/18 00:00:00+00,Carcass,2022/03/10 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.447353,-86.8995588,Yes,Male,Adult,175,3,Unknown,Unknown, , , , , ,0, ,
122663.465799998,741978.1426,43238,Bear-0000021170,2022/08/20 00:00:00+00,Carcass,2022/08/20 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.6563033,-86.8963918, ,Male,Adult,182,3, , , , , , , ,0, ,
122501.315900002,718685.7618,43239,Bear-0000017194,2015/12/07 00:00:00+00,Carcass,2015/12/06 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.446427,-86.89238, ,Male,Adult,105,5, , , , , , , ,0, ,
123123.3961,741201.1396,43240,Bear-0000020034,2020/06/20 00:00:00+00,Carcass,2020/06/20 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.6494,-86.8914,Yes,Unknown,Juvenile,0,1, , , , , , , ,0, ,
122852.945300002,718619.0169,43241,Bear-0000019964,2020/03/14 00:00:00+00,Carcass,2020/03/13 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4459,-86.8887,Yes,Male,Adult,200,3, , , , , , , ,0, ,
123251.008400001,717127.6284,43242,Bear-0000017465,2016/03/04 00:00:00+00,Carcass,2016/03/04 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.432549,-86.884189, ,Male,Juvenile,145,2, , , , , , , ,0, ,
123545.287700001,713662.9087,43243,Bear-0000011137,1992/05/02 00:00:00+00,Carcass,1992/05/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.4014,-86.88028, ,Female,Juvenile,134,4,0,0, , , , , ,0, ,
124297.956900001,717074.0991,43244,Bear-0000020168,2020/09/21 00:00:00+00,Carcass,2020/09/21 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.432287,-86.873269,Yes,Male,Adult,250,6, , , , , , , ,0, ,
124465.364999998,714085.4919,43245,Bear-0000019611,2019/07/07 00:00:00+00,Carcass,2019/07/07 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4054,-86.8708, ,Male,Adult,110,3,0,0, , , , , ,0, ,
124705.063000001,715630.9409,43246,Bear-0000013331,2011/11/03 00:00:00+00,Carcass,2011/11/03 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.419372,-86.868678, ,Male,Cub,60,0.75,0,0, , , , , ,0,39317,
124744.734200001,715697.9555,43247,Bear-0000021593,2023/06/13 00:00:00+00,Carcass,2023/06/13 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.419984,-86.868281,Yes,Male,Adult,225,0, , , , , , , ,0, ,
124855.4267,718290.0882,43248,Bear-0000007548,2010/09/17 00:00:00+00,Carcass,2010/09/17 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,0,30.443358,-86.867756, ,Male,Adult,280,6, , , , , , , ,0,34410,
124945.8279,718116.2573,43249,Bear-0000014115,2015/02/02 00:00:00+00,Carcass,2015/02/01 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.441811,-86.866772, ,Male,Juvenile,50,1,0,0, , , , , ,0, ,
125016.554299999,717558.3536,43250,Bear-0000019976,2020/04/29 00:00:00+00,Carcass,2020/04/30 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32566,30.4368,-86.8659,Yes,Female,Adult,150,3,Unknown,Unknown, , , , , ,0, ,
125952.637800001,742706.7542,43251,Bear-0000019718,2019/08/23 00:00:00+00,Carcass,2019/08/23 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.66356,-86.86223,Yes,Male,Juvenile,150,2,0,0, , , , , ,0, ,
127758.9899,743576.1794,43252,Bear-0000021445,2023/01/02 00:00:00+00,Carcass,2023/01/02 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,32583,30.67177,-86.84358,Yes,Female,Juvenile,80,1,0,0, , , , , ,0, ,
