X,Y,OBJECTID,BearID,ReportDate,SubType,RoadDate,Region,BMU,County,Locale,ZipCode,Latitude,Longitude,OrigCap,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
616860.5581,536763.3258,45592,Bear-0000021704,2023/08/26 00:00:00+00,Carcass,2023/08/26 00:00:00+00,Northeast,Central,Lake, ,34788,28.819499,-81.773724,Yes,Female,Cub,35,0, , , , , , , ,0, ,
616148.910999998,576467.9306,45593,Bear-0000012581,2005/04/27 00:00:00+00,Carcass,2005/04/27 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.1771,-81.77367, ,Male,Juvenile,70,2,0,0, , , , , ,0,17209,
615427.8774,616508.2083,45594,Bear-0000009079,2012/02/15 00:00:00+00,Carcass,2012/02/15 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.53776,-81.77365, ,Male,Adult,280,3, , , , , , , ,0,40913,
615943.428100001,591017.4796,45595,Bear-0000012679,2006/10/03 00:00:00+00,Carcass,2006/10/03 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.30814,-81.77308, ,Female,Juvenile,150,2,0,0, , , , , ,0,20992,
615174.351,634777.1868,45596,Bear-0000008761,2006/07/30 00:00:00+00,Carcass,2006/07/30 00:00:00+00,Northeast,Central,Putnam, ,0,29.70232,-81.77286, ,Male,Juvenile,180,3, , , , , , , ,0,20637,
615876.286400001,598888.8224,45597,Bear-0000021285,2022/11/14 00:00:00+00,Carcass,2022/11/14 00:00:00+00,Northeast,Central,Marion, ,32134,29.379028,-81.772306, ,Male,Cub,45,0, , , , , , , ,0, ,
615889.921500001,598863.7483,45598,Bear-0000019081,2018/09/30 00:00:00+00,Carcass,2018/09/30 00:00:00+00,Northeast,Central,Marion, ,32134,29.3788,-81.77217, ,Female,Adult,159,15,0,0, , , , , ,0, ,
616034.917199999,590892.5267,45599,Bear-0000013821,2013/12/07 00:00:00+00,Carcass,2013/12/07 00:00:00+00,Northeast,Central,Marion,ONF,0,29.307,-81.77216, ,Male,Cub,40,0.83,0,0, , , , , ,0,54377,
615932.073899999,598891.1632,45600,Bear-0000019302,2018/12/05 00:00:00+00,Carcass,2018/12/06 00:00:00+00,Northeast,Central,Marion,ONF,32134,29.37904,-81.77173, ,Female,Adult,200,6,0,0, , , , , ,0, ,
616154.355,589489.8042,45601,Bear-0000010423,2000/03/14 00:00:00+00,Carcass,2000/03/14 00:00:00+00,Northeast,Central,Marion, ,0,29.29435,-81.77119, ,Male,Adult,350,4,0,0, , , , , ,0, ,
616194.063700002,587400.4042,45602,Bear-0000011218,1993/04/09 00:00:00+00,Carcass,1993/04/09 00:00:00+00,Northeast,Central,Marion, ,0,29.27553,-81.77117, ,Male,Juvenile,155,2,0,0, , , , , ,0, ,
615991.5669,598924.4444,45603,Bear-0000013452,2012/06/17 00:00:00+00,Carcass,2012/06/17 00:00:00+00,Northeast,Central,Marion, ,0,29.37933,-81.77111, ,Female,Adult,140,4,0,0, , , , , ,0,42186,
616229.407499999,587431.029,45604,Bear-0000016762,2015/07/01 00:00:00+00,Carcass,2015/07/01 00:00:00+00,Northeast,Central,Marion, ,32134,29.2758,-81.7708, ,Male,Juvenile,110,2, , , , , , , ,0, ,
616307.0068,583783.0269,45605,Bear-0000012491,2004/11/10 00:00:00+00,Carcass,2004/11/10 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.24294,-81.77068, ,Female,Adult,156,14,0,0, , , , , ,0,16572,
616276.575100001,585627.1743,45606,Bear-0000013841,2013/12/23 00:00:00+00,Carcass,2013/12/24 00:00:00+00,Northeast,Central,Marion,ONF,0,29.25955,-81.77065, ,Male,Adult,290,4,0,0, , , , , ,0,54632,
616036.0583,598929.6909,45607,Bear-0000019176,2018/10/29 00:00:00+00,Carcass,2018/10/29 00:00:00+00,Northeast,Central,Marion,ONF,32134,29.37937,-81.77065, ,Female,Adult,85,4,Unknown,Unknown, , , , , ,0, ,
616358.241599999,581164.0452,45608,Bear-0000012688,2006/11/03 00:00:00+00,Carcass,2006/11/03 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.21935,-81.77064, ,Female,Adult,130,5,0,0, , , , ,198,0,21111,
616370.523899999,580806.8745,45609,Bear-0000014040,2014/09/24 00:00:00+00,Carcass,2014/09/23 00:00:00+00,Northeast,Central,Marion,ONF,0,29.216132,-81.77058, ,Female,Cub,16,0,0,0, , , , , ,0,58639,
616294.285700001,585023.3321,45610,Bear-0000011437,1995/10/30 00:00:00+00,Carcass,1995/10/30 00:00:00+00,Northeast,Central,Marion, ,0,29.25411,-81.77058, ,Male,Cub,29,0.5,0,0, , , , , ,0, ,
615804.662900001,616513.2408,45611,Bear-0000019422,2019/02/04 00:00:00+00,Carcass,2019/02/02 00:00:00+00,Northeast,Central,Putnam, ,32177,29.537744,-81.769756, ,Female,Juvenile,165,2, , , , , , , ,0, ,
615624.298799999,626570.365,45612,Bear-0000010422,2000/03/04 00:00:00+00,Carcass,2000/03/04 00:00:00+00,Northeast,Central,Putnam, ,0,29.62834,-81.76974, ,Male,Adult,475,5,0,0, , , , , ,0, ,
622385.912300002,253743.7151,45613,Bear-0000007562,2014/06/07 00:00:00+00,Carcass,2014/06/07 00:00:00+00,South,South,Collier,OTHER,0,26.270174,-81.76956, ,Male,Juvenile,215,1, , , , , , , ,0, ,
616555.938000001,576567.4681,45614,Bear-0000012582,2005/05/08 00:00:00+00,Carcass,2005/05/08 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.17793,-81.76946, ,Male,Adult,350,6,0,0, , , , ,619,0,17242,
616259.016899999,598928.1715,45615,Bear-0000013314,2011/05/17 00:00:00+00,Carcass,2011/05/17 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.37932,-81.76835, ,Male,Adult,110,3,0,0, , , , , ,0,38072,
617279.705400001,543012.917,45616,Bear-0000016842,2015/10/19 00:00:00+00,Carcass,2015/10/19 00:00:00+00,Northeast,Central,Lake, ,34788,28.875698,-81.768261, ,Male,Cub,40,0.66, , , , , , , ,0, ,
616368.209800001,593377.3508,45617,Bear-0000007476,2009/10/23 00:00:00+00,Carcass,2009/10/23 00:00:00+00,Northeast,Central,Marion, ,32620,29.32932,-81.76826, ,Female,Adult,120,11,3, , , , , , ,0, ,
616368.209800001,593377.3508,45618,Bear-0000007480,2009/10/23 00:00:00+00,Carcass,2009/10/23 00:00:00+00,Northeast,Central,Marion, ,32620,29.32932,-81.76826, ,Female,Adult,120,11,3, , , , , , ,0, ,
616368.209800001,593377.3508,45619,Bear-0000007482,2009/10/23 00:00:00+00,Carcass,2009/10/23 00:00:00+00,Northeast,Central,Marion, ,32620,29.32932,-81.76826, ,Female,Adult,120,11,3, , , , , , ,0, ,
616738.535799999,576511.91,45620,Bear-0000011445,1995/11/15 00:00:00+00,Carcass,1995/11/15 00:00:00+00,Northeast,Central,Marion, ,0,29.1774,-81.76759, ,Male,Adult,360,8,0,0, , , , , ,0, ,
616377.868000001,598841.4791,45621,Bear-0000020404,2020/12/26 00:00:00+00,Carcass,2020/12/26 00:00:00+00,Northeast,Central,Marion, ,32134,29.37852,-81.76714,Yes,Male,Cub,80,0.91, , , , , , , ,0, ,
615890.426399998,626612.9368,45622,Bear-0000012286,2003/10/04 00:00:00+00,Carcass,2003/10/04 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.62868,-81.76698, ,Male,Juvenile,230,2,0,0, , , , , ,0, ,
616097.058400001,616037.0255,45623,Bear-0000007829,2010/10/28 00:00:00+00,Carcass,2010/10/28 00:00:00+00,Northeast,Central,Putnam, ,0,29.533408,-81.766824, ,Unknown,Juvenile,0,0, , , , , , , ,0,35557,
617557.5295,542749.7161,45624,Bear-0000017389,2015/12/19 00:00:00+00,Carcass,2015/12/19 00:00:00+00,Northeast,Central,Lake, ,34788,28.873283,-81.765457, ,Female,Cub,45,0.83, , , , , , , ,0, ,
615914.294199999,634378.7227,45625,Bear-0000020947,2021/12/29 00:00:00+00,Carcass,2021/12/29 00:00:00+00,Northeast,Central,Putnam, ,32110,29.698611,-81.7652777,Yes,Unknown,Cub,40,0.91, , , , , , , ,0, ,
616967.857999999,576525.2822,45626,Bear-0000016774,2015/08/20 00:00:00+00,Carcass,2015/08/20 00:00:00+00,Northeast,Central,Marion, ,32102,29.177483,-81.765226, ,Male,Cub,0,0.5, , , , , , , ,0, ,
617787.943799999,542754.6716,45627,Bear-0000020009,2020/05/23 00:00:00+00,Carcass,2020/05/24 00:00:00+00,Northeast,Central,Lake, ,34788,28.87329,-81.76309,Yes,Female,Adult,230,3,0,0, , , , , ,0, ,
617612.356199998,554149.3263,45628,Bear-0000018690,2017/11/06 00:00:00+00,Carcass,2017/11/06 00:00:00+00,Northeast,Central,Marion, ,32784,28.97591,-81.76277, ,Female,Cub,35,0.75,0,0, , , , , ,0, ,
616872.3517,598838.339,45629,Bear-0000022070,2023/03/12 00:00:00+00,Carcass,2023/03/12 00:00:00+00,Northeast,Central,Marion, ,32134,29.378411,-81.762039, ,Unknown,Unknown,0,0, , , , , , , ,0, ,
616874.456700001,598823.829,45630,Bear-0000014008,2014/05/18 00:00:00+00,Carcass,2014/05/18 00:00:00+00,Northeast,Central,Marion,ONF,0,29.37828,-81.76202, ,Male,Juvenile,105,0,0,0, , , , , ,0,56377,
616396.938000001,626677.6431,45631,Bear-0000012174,2002/11/02 00:00:00+00,Carcass,2002/11/02 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.62918,-81.76173, ,Male,Juvenile,60,1,0,0, , , , , ,0, ,
616271.585299999,634221.8616,45632,Bear-0000012557,2004/12/24 00:00:00+00,Carcass,2004/12/23 00:00:00+00,Northeast,Central,Putnam, ,0,29.69714,-81.76161, ,Female,Adult,200,5,0,0, , , , , ,0,16873,
617945.9432,545487.1773,45633,Bear-0000021534,2023/03/31 00:00:00+00,Carcass,2023/03/31 00:00:00+00,Northeast,Central,Lake, ,34788,28.897866,-81.760958, ,Female,Adult,210,0, ,2, , , , , ,0, ,
622280.556200001,307267.3039,45634,Bear-0000011590,1997/06/05 00:00:00+00,Carcass,1997/06/05 00:00:00+00,Southwest,South,Lee, ,0,26.75229,-81.76087, ,Male,Juvenile,0,2,0,0, , , , , ,0, ,
617410.386500001,576519.6504,45635,Bear-0000018033,2016/11/17 00:00:00+00,Carcass,2016/11/10 00:00:00+00,Northeast,Central,Marion, ,34488,29.17736,-81.76067, ,Male,Juvenile,210,2,0, , , , , , ,0, ,
622247.9703,311368.2914,45636,Bear-0000014083,2014/10/02 00:00:00+00,Carcass,2014/10/02 00:00:00+00,Southwest,South Central,Charlotte, ,0,26.789229,-81.760448, ,Male,Juvenile,230,1,0,0, , , , , ,0,58877,
617436.9454,576527.685,45637,Bear-0000012190,2002/12/05 00:00:00+00,Carcass,2002/12/05 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.177428,-81.760395, ,Male,Juvenile,500,2,0,0, , , , , ,0, ,
616837.5583,616565.6162,45638,Bear-0000018870,2017/05/31 00:00:00+00,Carcass,2017/05/31 00:00:00+00,Northeast,Central,Putnam, ,32177,29.538047,-81.759074, ,Male,Juvenile,0,0, , , , , , , ,0, ,
617580.028299998,576536.06,45639,Bear-0000021607,2023/06/23 00:00:00+00,Carcass,2023/06/24 00:00:00+00,Northeast,Central,Marion, ,32134,29.17748,-81.75892,Yes,Male,Adult,450,0, , , , , , , ,0, ,
616710.509399999,626716.6529,45640,Bear-0000012595,2005/06/20 00:00:00+00,Carcass,2005/06/20 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.62948,-81.75848, ,Male,Adult,475,14,0,0, , , , , ,0,17459,
617636.9199,576558.196,45641,Bear-0000013900,2013/08/12 00:00:00+00,Carcass,2013/08/12 00:00:00+00,Northeast,Central,Marion,ONF,0,29.17767,-81.75833, ,Female,Cub,0,0.5,0,0, , , , , ,0,"54655, 50422",
618360.085099999,542726.857,45642,Bear-0000021027,2022/04/26 00:00:00+00,Carcass,2022/04/26 00:00:00+00,Northeast,Central,Lake, ,34788,28.872946,-81.75722,Yes,Male,Juvenile,150,2, , , , , , , ,0, ,
623105.435199998,285063.7931,45643,Bear-0000016691,2015/06/18 00:00:00+00,Carcass,2015/06/18 00:00:00+00,Southwest,South,Lee, ,33913,26.552178,-81.756631, ,Male,Adult,220,3, , , , , , , ,0, ,
616770.624499999,633988.8606,45644,Bear-0000011557,1996/11/14 00:00:00+00,Carcass,1996/11/14 00:00:00+00,Northeast,Central,Putnam, ,0,29.69496,-81.75649, ,Female,Juvenile,85,0,0,0, , , , , ,0, ,
617823.152100001,576538.0381,45645,Bear-0000016778,2015/07/17 00:00:00+00,Carcass,2015/07/17 00:00:00+00,Northeast,Central,Marion, ,34488,29.177458,-81.756416, ,Male,Juvenile,125,1, , , , , , , ,0, ,
617094.8741,616562.0779,45646,Bear-0000014039,2014/09/22 00:00:00+00,Carcass,2014/09/22 00:00:00+00,Northeast,Central,Putnam, ,0,29.537973,-81.756416, ,Male,Cub,24,0,0,0, , , , , ,0,58517,
617541.439199999,593970.587,45647,Bear-0000020803,2021/11/19 00:00:00+00,Carcass,2021/11/19 00:00:00+00,Northeast,Central,Marion, ,32134,29.33447,-81.75605,Yes,Female,Adult,300,7,0,0, , , , , ,0, ,
623747.952,257645.5149,45648,Bear-0000013497,2013/06/10 00:00:00+00,Carcass,2013/06/11 00:00:00+00,South,South,Collier,OTHER,0,26.3051,-81.75519, ,Unknown,Cub,0,0,0,0, , , , , ,0,46583,
617247.828499999,615688.3516,45649,Bear-0000011330,1994/09/09 00:00:00+00,Carcass,1994/09/09 00:00:00+00,Northeast,Central,Putnam, ,0,29.53008,-81.755, ,Female,Adult,155,6,0,0, , , , , ,0, ,
617334.467300002,615342.345,45650,Bear-0000009016,2011/01/08 00:00:00+00,Carcass,2011/01/08 00:00:00+00,Northeast,Central,Putnam, ,0,29.52695,-81.75417, ,Male,Juvenile,210,0, , , , , , , ,0, ,
623817.4208,262177.586,45651,Bear-0000018972,2018/06/18 00:00:00+00,Carcass,2018/06/18 00:00:00+00,Southwest,South,Lee, ,34135,26.345914,-81.753665,Yes,Male,Juvenile,0,0,0,0, , , , , ,0, ,
617698.639899999,598701.1082,45652,Bear-0000009015,2010/12/23 00:00:00+00,Carcass,2010/12/23 00:00:00+00,Northeast,Central,Marion,OTHER,32134,29.37704,-81.75354, ,Male,Cub,45,0.92, , , , , , , ,0,36052,
617812.829,593977.0839,45653,Bear-0000014037,2014/08/22 00:00:00+00,Carcass,2014/08/22 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.334484,-81.75325, ,Female,Adult,200,8,0,0, , , , , ,0,58379,
617802.8631,598274.3335,45654,Bear-0000009312,2014/12/08 00:00:00+00,Carcass,2014/12/08 00:00:00+00,Northeast,Central,Marion, ,32134,29.37318,-81.752545, ,Male,Juvenile,130,0, , , , , , , ,0,61100,
617802.8631,598274.3335,45655,Bear-0000016652,2014/12/07 00:00:00+00,Carcass,2014/12/08 00:00:00+00,Northeast,Central,Marion,ONF,0,29.37318,-81.752545, ,Male,Juvenile,130,2, , , , , , , ,0,61772,
624037.1393,261414.0524,45656,Bear-0000018953,2018/05/18 00:00:00+00,Carcass,2018/05/18 00:00:00+00,Southwest,South,Lee, ,34135,26.339,-81.7516,Yes,Male,Juvenile,150,2,0,0, , , , , ,0, ,
617263.264699999,633736.8862,45657,Bear-0000011714,1998/06/14 00:00:00+00,Carcass,1998/06/14 00:00:00+00,Northeast,Central,Putnam, ,0,29.69261,-81.75144, ,Female,Adult,174,5,0,0, , , , , ,0, ,
623996.059099998,278534.3188,45658,Bear-0000019278,2018/11/20 00:00:00+00,Carcass,2018/11/20 00:00:00+00,Southwest,South,Lee, ,33913,26.49322,-81.748876, ,Male,Adult,275,3, , , , , , , ,0, ,
617908.723999999,613238.9839,45659,Bear-0000017273,2015/11/28 00:00:00+00,Carcass,2015/11/28 00:00:00+00,Northeast,Central,Putnam, ,32177,29.507915,-81.748634, ,Female,Adult,124,5,Unknown,Unknown, , , , , ,0, ,
624403.8704,259650.0225,45660,Bear-0000020560,2021/05/21 00:00:00+00,Carcass,2021/05/21 00:00:00+00,Southwest,South,Lee, ,34135,26.3230492,-81.7482436,Yes,Male,Juvenile,228,1,0,0, , , , , ,0, ,
619064.112399999,552924.5784,45661,Bear-0000013194,2010/10/23 00:00:00+00,Carcass,2010/10/24 00:00:00+00,Northeast,Central,Marion,OTHER,0,28.964645,-81.748078, ,Male,Adult,280,3,0,0, , , , , ,0,34952,
618316.372699998,594274.7959,45662,Bear-0000020952,2021/12/27 00:00:00+00,Carcass,2021/12/27 00:00:00+00,Northeast,Central,Marion, ,32134,29.337082,-81.748001,Yes,Unknown,Adult,0,0, , , , , , , ,0, ,
619416.785100002,536004.5999,45663,Bear-0000014036,2014/08/14 00:00:00+00,Carcass,2014/08/14 00:00:00+00,Northeast,Central,Lake, ,0,28.81225,-81.74763, ,Male,Juvenile,180,1,0,0, , , , , ,0,58378,
618721.8103,576590.408,45664,Bear-0000018621,2017/10/17 00:00:00+00,Carcass,2017/10/17 00:00:00+00,Northeast,Central,Marion, ,32102,29.177782,-81.747152, ,Female,Adult,140,7,0,0, , , , , ,0, ,
618092.110399999,612548.8238,45665,Bear-0000019402,2019/01/06 00:00:00+00,Carcass,2019/01/06 00:00:00+00,Northeast,Central,Putnam, ,32177,29.50167,-81.74687, ,Female,Adult,150,5,0, , , , , , ,0, ,
618450.948100001,594503.5885,45666,Bear-0000007842,2009/12/08 00:00:00+00,Carcass,2009/12/08 00:00:00+00,Northeast,Central,Marion,Salt Springs,32195,29.33912,-81.74657, ,Male,Juvenile,400,2, , , , , , , ,0, ,
619191.365699999,554629.0147,45667,Bear-0000012779,2007/07/11 00:00:00+00,Carcass,2007/07/11 00:00:00+00,Northeast,Central,Marion,OTHER,0,28.97997,-81.74645, ,Male,Juvenile,90,1,0,0, , , , , ,0, ,
624613.704599999,258714.794,45668,Bear-0000011551,1996/06/11 00:00:00+00,Carcass,1996/06/11 00:00:00+00,South,South,Collier, ,0,26.31459,-81.74631, ,Male,Juvenile,220,3,0,0, , , , , ,0, ,
619228.997099999,554624.7045,45669,Bear-0000020292,2020/11/17 00:00:00+00,Carcass,2020/11/17 00:00:00+00,Northeast,Central,Marion, ,32784,28.979925,-81.746064,Yes,Male,Adult,300,12, , , , , , , ,0, ,
624662.446699999,258927.7152,45670,Bear-0000021146,2022/07/03 00:00:00+00,Carcass,2022/07/03 00:00:00+00,South,South,Collier, ,0,26.3165,-81.745782,Yes,Male,Adult,550,11, , , , , , , ,0, ,
618226.840799998,612063.7741,45671,Bear-0000008777,2006/12/09 00:00:00+00,Carcass,2006/12/09 00:00:00+00,Northeast,Central,Putnam, ,0,29.49728,-81.74557, ,Female,Juvenile,0,1, , , , , , , ,0,21316,
617972.063000001,626897.3376,45672,Bear-0000011804,1998/11/12 00:00:00+00,Carcass,1998/11/12 00:00:00+00,Northeast,Central,Putnam, ,0,29.6309,-81.7454, ,Male,Adult,308,5,0,0, , , , , ,0, ,
624727.9122,258569.4601,45673,Bear-0000022061,2023/10/23 00:00:00+00,Carcass,2023/10/23 00:00:00+00,South,South,Collier, ,34119,26.313262,-81.745191,Yes,Female,Adult,420,0, , , , , , , ,0, ,
618562.3013,595747.4598,45674,Bear-0000013183,2010/09/19 00:00:00+00,Carcass,2010/09/19 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.350302,-81.745187, ,Male,Adult,260,4,0,0, , , , , ,0,34520,
624785.401099999,258402.2197,45675,Bear-0000019557,2019/06/06 00:00:00+00,Carcass,2019/06/06 00:00:00+00,South,South,Collier, ,34110,26.311746,-81.744645, ,Male,Adult,600,0, , , , , , , ,0, ,
618228.1426,617544.8803,45676,Bear-0000017824,2016/10/10 00:00:00+00,Carcass,2016/10/10 00:00:00+00,Northeast,Central,Putnam, ,32177,29.546637,-81.744521, ,Unknown,Juvenile,120,0, , , , , , , ,0, ,
618059.267299999,626887.828,45677,Bear-0000020070,2020/07/18 00:00:00+00,Carcass,2020/07/18 00:00:00+00,Northeast,Central,Putnam, ,32177,29.6308,-81.7445,Yes,Male,Adult,350,4, , , , , , , ,0, ,
618352.288199998,611557.4553,45678,Bear-0000018347,2017/06/12 00:00:00+00,Carcass,2017/06/12 00:00:00+00,Northeast,Central,Putnam, ,32134,29.4927,-81.74437, ,Male,Juvenile,130,2, , , , , , , ,0, ,
619105.6415,576587.2094,45679,Bear-0000017340,2015/10/17 00:00:00+00,Carcass,2015/10/17 00:00:00+00,Northeast,Central,Marion, ,34488,29.17769,-81.7432, ,Female,Adult,140,5,0,0, , , , , ,0, ,
625016.931499999,254058.6748,45680,Bear-0000010677,1982/05/07 00:00:00+00,Carcass,1982/05/07 00:00:00+00,South,South,Collier, ,0,26.27258,-81.74312, ,Male,Juvenile,160,2,0,0, , , , , ,0, ,
618737.422899999,598134.8161,45681,Bear-0000008741,2006/03/13 00:00:00+00,Carcass,2006/03/12 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.37177,-81.74293, ,Male,Juvenile,225,3, , , , , , , ,0,19484,
625022.3893,255122.4545,45682,Bear-0000021104,2022/06/14 00:00:00+00,Carcass,2022/06/14 00:00:00+00,South,South,Collier, ,34119,26.282162,-81.74287,Yes,Male,Adult,540,5, , , , , , , ,0, ,
625068.175999999,253634.5645,45683,Bear-0000021578,2023/05/20 00:00:00+00,Carcass,2023/05/20 00:00:00+00,South,South,Collier, ,34109,26.268751,-81.742684,Yes,Female,Adult,225,0, , , , , , , ,0, ,
618788.489100002,598045.7959,45684,Bear-0000018906,2018/04/19 00:00:00+00,Carcass,2018/04/19 00:00:00+00,Northeast,Central,Marion, ,32134,29.37096,-81.74242, ,Male,Adult,620,7,0,0, , , , , ,0, ,
618875.073100001,594556.1032,45685,Bear-0000021729,2023/09/18 00:00:00+00,Carcass,2023/09/18 00:00:00+00,Northeast,Central,Marion, ,32134,29.339523,-81.742186,Yes,Male,Adult,500,0, , , , , , , ,0, ,
618583.6664,610713.2593,45686,Bear-0000012671,2006/07/10 00:00:00+00,Carcass,2006/07/10 00:00:00+00,Northeast,Central,Putnam, ,0,29.48506,-81.74214, ,Male,Cub,35,0.42,0,0, , , , , ,0,20520,
625088.1512,255506.416,45687,Bear-0000007730,2013/06/15 00:00:00+00,Carcass,2013/06/16 00:00:00+00,South,South,Collier,OTHER,0,26.28561,-81.74214, ,Male,Juvenile,295,2, , , , , , , ,0, ,
625174.552999999,252367.5893,45688,Bear-0000007579,2014/05/13 00:00:00+00,Carcass,2014/05/13 00:00:00+00,South,South,Collier,OTHER,0,26.25732,-81.74185, ,Female,Adult,280,6, , , , , , , ,0,"56000, 55981, 55996",
619244.602499999,576581.9793,45689,Bear-0000020053,2020/07/05 00:00:00+00,Carcass,2020/07/06 00:00:00+00,Northeast,Central,Marion, ,32134,29.17762,-81.74177,Yes,Male,Adult,140,3, , , , , , , ,0, ,
618495.8402,617718.4632,45690,Bear-0000017392,2015/12/28 00:00:00+00,Carcass,2015/12/29 00:00:00+00,Northeast,Central,Putnam, ,32177,29.548156,-81.741722, ,Female,Juvenile,110,1, , , , , , , ,0, ,
619646.907099999,555338.2959,45691,Bear-0000021681,2023/08/16 00:00:00+00,Carcass,2023/08/16 00:00:00+00,Northeast,Central,Lake, ,32784,28.986281,-81.741634,Yes,Male,Adult,500,0, , , , , , , ,0, ,
619237.605999999,581363.0529,45692,Bear-0000012612,2005/10/06 00:00:00+00,Carcass,2005/10/05 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.22067,-81.74094, ,Female,Cub,50,1,0,0, , , , , ,0,18199,
618950.463,597564.5591,45693,Bear-0000021161,2022/08/12 00:00:00+00,Carcass,2022/08/12 00:00:00+00,Northeast,Central,Marion, ,32134,29.3666,-81.74084,Yes,Male,Adult,300,3, , , , , , , ,0, ,
619646.7159,562429.7854,45694,Bear-0000012563,2005/01/01 00:00:00+00,Carcass,2005/01/01 00:00:00+00,Northeast,Central,Marion,OTHER,0,29.05013,-81.7403, ,Female,Juvenile,140,1,0,0, , , , , ,0,16935,
618657.853700001,617918.432,45695,Bear-0000019145,2018/10/18 00:00:00+00,Carcass,2018/10/19 00:00:00+00,Northeast,Central,Putnam, ,32177,29.54993,-81.74001, ,Male,Adult,420,9,0,0, , , , , ,0, ,
619856.954399999,555045.4838,45696,Bear-0000018607,2017/06/11 00:00:00+00,Carcass,2017/06/11 00:00:00+00,Northeast,Central,Marion, ,32784,28.98361,-81.73953, ,Male,Juvenile,115,1,0,0, , , , , ,0, ,
618883.493500002,609639.2211,45697,Bear-0000013822,2013/12/13 00:00:00+00,Carcass,2013/12/13 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.475339,-81.739247, ,Female,Cub,35,0.83,0,0, , , , , ,0,54385,
618811.065200001,614259.9435,45698,Bear-0000012967,2008/06/25 00:00:00+00,Carcass,2008/06/24 00:00:00+00,Northeast,Central,Putnam, ,0,29.51696,-81.73912, ,Male,Juvenile,175,3,0,0, , , , , ,0, ,
625497.817400001,251817.7034,45699,Bear-0000007810,2015/02/10 00:00:00+00,Carcass,2015/02/09 00:00:00+00,South,South,Collier, ,34119,26.252313,-81.73871, ,Male,Juvenile,270,1, , , , , , , ,0,62434,
619956.812199999,555117.2874,45700,Bear-0000020980,2022/01/11 00:00:00+00,Carcass,2022/01/14 00:00:00+00,Northeast,Central,Marion, ,32784,28.98424,-81.73849,Yes,Male,Adult,500,7, , , , , , , ,0, ,
618965.103100002,609186.6266,45701,Bear-0000012940,2008/01/11 00:00:00+00,Carcass,2008/01/11 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.47125,-81.73849, ,Female,Juvenile,120,3,0,0, , , , , ,0, ,
619562.34,576624.4534,45702,Bear-0000018029,2016/11/03 00:00:00+00,Carcass,2016/11/03 00:00:00+00,Northeast,Central,Marion, ,0,29.17795,-81.73849, ,Female,Juvenile,30,1,0, , , , , , ,0, ,
618997.898800001,607556.9811,45703,Bear-0000010954,1990/07/15 00:00:00+00,Carcass,1990/07/15 00:00:00+00,Northeast,Central,Putnam, ,0,29.45657,-81.73846, ,Female,Cub,12,0.5,0,0, , , , , ,0, ,
619973.281100001,555126.3639,45704,Bear-0000009318,2014/11/18 00:00:00+00,Carcass,2014/11/18 00:00:00+00,Northeast,Central,Marion,OTHER,32784,28.984319,-81.738319, ,Male,Juvenile,180,2, , , , , , , ,0,60510,
619013.172499999,607885.9767,45705,Bear-0000012103,2002/09/07 00:00:00+00,Carcass,2002/09/07 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.45953,-81.73824, ,Male,Adult,350,4,0,0, , , , , ,0, ,
619046.6349,606272.9945,45706,Bear-0000021286,2022/10/23 00:00:00+00,Carcass,2022/10/23 00:00:00+00,Northeast,Central,Putnam, ,32112,29.445,-81.7382, ,Female,Adult,0,5, , , , , , , ,0, ,
619056.050299998,606657.4104,45707,Bear-0000012876,2007/07/14 00:00:00+00,Carcass,2007/07/14 00:00:00+00,Northeast,Central,Putnam,OTHER,0,29.44846,-81.73803, ,Male,Cub,55,1,0,0, , , , , ,0, ,
619057.381299999,606706.2981,45708,Bear-0000020585,2021/07/08 00:00:00+00,Carcass,2021/07/08 00:00:00+00,Northeast,Central,Putnam, ,32134,29.4489,-81.738007,Yes,Male,Adult,150,0, , , , , , , ,0, ,
619126.662700001,603030.1434,45709,Bear-0000019952,2020/02/21 00:00:00+00,Carcass,2020/02/22 00:00:00+00,Northeast,Central,Putnam, ,32134,29.415786,-81.737988,Yes,Male,Juvenile,110,1, , , , , , , ,0, ,
