X,Y,OBJECTID,IncidentID,ReportDate,CapDate,Region,BMU,County,Locale,City,ZipCode,Latitude,Longitude,CapReason,OCapReason,NCapReason,CapMethod,OrigCap,FinAction,OFinAction,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
617744.866500001,607168.7018,16747,,1900/01/01 00:00:00+00,2013/07/25 00:00:00+00,Northeast,Central,Putnam, , ,0,29.45328,-81.75147,Research, , ,Cambrian,Yes,Released On-Site, ,Male,Adult,275,4,0,0, , , , ,E179,0, ,
615094.254500002,614344.8407,16748,,1900/01/01 00:00:00+00,2014/07/25 00:00:00+00,Northeast,Central,Putnam, , ,0,29.518333,-81.7775,Research, , ,Snare,Yes,Released On-Site, ,Male,Cub,60,1,0,0, , , , ,E240,0, ,
664525.612599999,529470.2274,16749,,1981/10/15 00:00:00+00,1981/10/15 00:00:00+00,Northeast,Central,Seminole, ,SANFORD,32771,28.745243,-81.286189,Conflict, , , , ,Released Off-Site, ,Male,Juvenile,90,0,0,0, , , , , ,0, ,
635407.685800001,572169.8476,16750,,1982/05/28 00:00:00+00,,Northeast,Central,Lake,OTHER,OCALA WMA,0,29.135131,-81.576224,Road Injured, , ,Cage (e.g. Havahart),Yes,Released Off-Site, ,Male,Cub,40,0,0,0,B428, , , , ,0, ,
136276.0372,741604.9071,16751,,1985/01/01 00:00:00+00,,Northwest,West Panhandle,Okaloosa,OTHER, ,0,30.655751,-86.754189,Conflict, , , ,No,Released Off-Site, ,Unknown,Cub,0,0,0,0, , , , , ,0, ,
548742.8763,708020.2707,16752,,1986/05/13 00:00:00+00,1986/05/14 00:00:00+00,North Central,North,Baker,OTHER,SEBRING,0,30.371231,-82.450841,Conflict, ,In Apiary,Snare,Yes,Released Off-Site, ,Female,Adult,175,9,0,0,B3, ,B4, , ,0,6975,
134345.552999999,717504.2548,16753,,1986/06/10 00:00:00+00,,Northwest,West Panhandle,Okaloosa,OTHER, ,0,30.438233,-86.768693,Conflict, , , ,No,Released Off-Site, ,Male,Cub,180,0,0,0, , , , , ,0, ,
604846.312399998,676405.7261,16754,,1986/08/02 00:00:00+00,1986/08/02 00:00:00+00,North Central,Central,Clay,OTHER,MIDDLEBURG,0,30.078892,-81.872304,Conflict, , , , ,Released Off-Site, ,Male,Adult,310,8,0,0,6, ,5, , ,0,"6977, 6978, 2583",
575676.5337,696726.5524,16755,,1986/09/10 00:00:00+00,1986/09/10 00:00:00+00,North Central,North,Baker,OTHER,GLEN ST MARY,0,30.26616,-82.172108,Conflict, , , , ,Released Off-Site, ,Male,Adult,0,8,0,0, , , , , ,0,6878,
673439.109999999,227801.8777,16756,,1987/07/30 00:00:00+00,1987/07/30 00:00:00+00,South,South,Collier, , ,0,26.027206,-81.263443,Conflict, , , , ,Released Off-Site, ,Unknown,Cub,0,0,0,0, , , , , ,0, ,
646112.856699999,257354.1239,16757,,1988/05/17 00:00:00+00,1988/05/14 00:00:00+00,South,South,Collier, , ,0,26.298624,-81.530924,Conflict, ,In Apiary,Cage (e.g. Havahart),Yes,Released Off-Site, ,Female,Juvenile,70,0,0,0, , ,413, ,413,0, ,
440365.4712,676016.6754,16758,,1988/07/17 00:00:00+00,1988/07/18 00:00:00+00,North Central,East Panhandle,Taylor,OTHER,Perry,32348,30.09069,-83.580706,Conflict, , ,Free Ranging,No,Released Off-Site, ,Female,Juvenile,115,1,0,0, , , , ,89,0,6999,
635278.107099999,246867.683,16759,,1988/08/22 00:00:00+00,,South,South,Collier, , ,0,26.20607,-81.641606,Conflict, , ,Snare,Yes,Released Off-Site, ,Female,Cub,0,0,0,0,414, ,414, , ,0, ,
625965.328499999,544054.0604,16760,,1989/01/06 00:00:00+00,1989/01/10 00:00:00+00,Northeast,Central,Lake,OTHER,EUSTIS,0,28.883628,-81.678868,Conflict, ,In Apiary,Culvert,Yes,Released On-Site, ,Male,Adult,450,0,0,0,430, ,430, ,430,0, ,
645734.456599999,239902.2314,16761,,1989/05/14 00:00:00+00,1989/05/14 00:00:00+00,South,South,Collier, , ,0,26.141479,-81.538214,Sick/Injured, , , , ,Released Off-Site, ,Male,Adult,300,0,0,0,412, , , , ,0, ,
646988.594999999,536443.1719,16762,,1989/11/18 00:00:00+00,1989/11/18 00:00:00+00,Northeast,Central,Lake, ,Sorrento,32776,28.811379,-81.464581,Road Injured, , ,Free Ranging,Yes,Released Off-Site with Workup, ,Male,Adult,300,0,0,0,B-437, , , ,437,0, ,
241588.706,694267.2836,16763,,1989/12/27 00:00:00+00,1989/12/27 00:00:00+00,Northwest,East Panhandle,Bay, , ,0,30.246197,-85.64793,Conflict, , , , ,Released On-Site, ,Female,Adult,0,7,0,0,3611, , , , ,0,"6972, 2700",
128043.6501,777958.1359,16764,,1990/05/16 00:00:00+00,1990/05/16 00:00:00+00,Northwest,West Panhandle,Santa Rosa, , ,0,30.981645,-86.848903,Road Injured, , , ,Yes,OTHER,Unknown,Female,Adult,149,4,4,0,213, ,213, ,213,0, ,
672630.723299999,212899.6573,16765,,1990/09/30 00:00:00+00,1990/09/30 00:00:00+00,South,South,Collier, , ,0,25.893106,-81.274826,Road Injured, , , , ,Released On-Site with Workup, ,Male,Adult,210,3,0,0,402, , , , ,0, ,
664102.729499999,248666.3782,16766,,1991/02/18 00:00:00+00,1991/02/18 00:00:00+00,South,South,Collier,OTHER,FAKAHATCHEE,0,26.217002,-81.352369,Conflict,Research, ,Culvert,Yes,Released On-Site with Workup, ,Male,Adult,325,4,0,0,425, , , ,425,0, ,
656866.678399999,520088.1668,16767,,1991/07/09 00:00:00+00,1991/07/09 00:00:00+00,Northeast,Central,Seminole,OTHER,ALTAMONTE SPRINGS,0,28.662276,-81.366794,Conflict, , , , ,Released Off-Site, ,Male,Adult,275,0,0,0, , , , , ,0,7028,
629457.567000002,247031.1321,16768,,1991/08/11 00:00:00+00,1991/08/11 00:00:00+00,South,South,Collier, , ,0,26.208533,-81.699906,Conflict, , , ,Yes,Released On-Site, ,Male,Juvenile,0,2,0,0,447, ,447, , ,0, ,
531883.316500001,498138.1421,16769,,1992/01/11 00:00:00+00,1992/01/11 00:00:00+00,Southwest,Big Bend,Hernando, ,Hernando Beach,34607,28.482824,-82.650342,Road Injured, , ,Free Ranging,Yes,Taken to Rehab, ,Female,Cub,0,0,0,0, ,B102,B103,B103, ,0,7043,
670606.640900001,215033.5822,16770,,1992/01/13 00:00:00+00,1992/01/13 00:00:00+00,South,South,Collier,OTHER,OCHOPEE,0,25.912734,-81.294584,Conflict, , ,Culvert, ,Released On-Site, ,Male,Cub,0,0,0,0, , , , , ,0, ,
657850.295200001,520319.2665,16771,,1992/05/03 00:00:00+00,1992/05/03 00:00:00+00,Northeast,Central,Seminole,OTHER,ALTAMONTE SPRINGS,0,28.664167,-81.356663,Conflict, , , , ,Released Off-Site, ,Unknown,Adult,250,0,0,0,451, ,451, , ,0, ,
655998.151999999,524587.4743,16772,,1992/06/24 00:00:00+00,1992/06/24 00:00:00+00,Northeast,Central,Seminole,OTHER,Longwood,32750,28.702948,-81.374713,Conflict, , , ,No,Released Off-Site, ,Male,Adult,275,0,0,0, , , , ,451,0, ,
591107.816100001,617258.2873,16773,,1992/07/21 00:00:00+00,1992/07/21 00:00:00+00,Northeast,Central,Putnam, , ,0,29.548246,-82.024817,Conflict, , , , ,Released Off-Site, ,Male,Cub,0,0,0,0, , , , , ,0, ,
644612.713199999,521254.0534,16774,,1993/01/30 00:00:00+00,1993/02/03 00:00:00+00,Northeast,Central,Orange,OTHER,Apopka,32703,28.675072,-81.492134,Conflict, ,Property Damage, ,Yes,Released Off-Site without Workup, ,Female,Adult,150,0,0,0,454, ,455, ,453,0,"12369, 7077",
644612.713199999,521254.0534,16775,,1993/01/30 00:00:00+00,1993/02/03 00:00:00+00,Northeast,Central,Orange,OTHER,Apopka,32703,28.675072,-81.492134,Conflict, ,Property Damage, ,Yes,Released On-Site with Workup, ,Female,Juvenile,82,1,0,0,B452, ,B453, ,452,0,"12369, 7077",
357116.7623,707065.2802,16776,,1993/04/15 00:00:00+00,1993/04/21 00:00:00+00,Northwest,East Panhandle,Leon,OTHER,Tallahassee,32305,30.370345,-84.446615,Conflict, ,In Apiary,Snare,Yes,Released On-Site with Workup, ,Male,Juvenile,143,0,0,0,X30, ,X30, ,30,0,"7096, 8451, 8453",
643253.156500001,523052.4725,16777,,1993/04/18 00:00:00+00,1993/04/18 00:00:00+00,Northeast,Central,Orange,OTHER,APOPKA,0,28.691511,-81.505696,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Adult,200,0,0,0, , , , ,438,0, ,
355965.803199999,715044.1481,16778,,1993/05/25 00:00:00+00,1993/05/25 00:00:00+00,Northwest,East Panhandle,Leon,OTHER, ,0,30.442201,-84.458911,Conflict, ,In Apiary,Snare,No,OTHER,Unknown,Male,Juvenile,168,0,0,0,X30, ,X30, ,X30,0,"7096, 8451, 7084",
647772.671100002,525784.1784,16779,,1993/05/31 00:00:00+00,1993/07/04 00:00:00+00,Northeast,Central,Seminole, ,WEKIVA SPRINGS,0,28.715273,-81.458789,Conflict, , , ,No,Released Off-Site, ,Female,Juvenile,150,0,0,0,454, ,454, ,454,0, ,
646606.361900002,241025.9256,16780,,1993/06/10 00:00:00+00,1993/06/10 00:00:00+00,South,South,Collier, , ,0,26.151445,-81.529256,Conflict, , ,Culvert, ,Released Off-Site, ,Male,Cub,0,0,0,0,24, ,24, ,38,0, ,
354562.908500001,672879.8475,16781,,1993/07/25 00:00:00+00,1993/07/27 00:00:00+00,Northwest,East Panhandle,Wakulla,OTHER,Sopchoppy,32358,30.062266,-84.47185,Road Injured, , ,Free Ranging,Yes,Taken to Rehab, ,Male,Cub,0,0,0,0, ,X37, ,X37, ,37,7147,
593472.420600001,466407.9986,16782,,1993/09/08 00:00:00+00,1993/09/08 00:00:00+00,Southwest,South Central,Polk,OTHER,Lakeland,33810,28.189663,-82.025346,Non-FWC Authorized Capture, , ,Cage (e.g. Havahart), ,Released On-Site, ,Male,Cub,150,0,0,0, , , , , ,0, ,
585301.8145,623496.3238,16783,,1993/10/24 00:00:00+00,1993/11/10 00:00:00+00,North Central,Central,Alachua,OTHER,HAWTHORNE,0,29.605248,-82.083813,Conflict, ,In Feed/Feeder,Cage (e.g. Havahart),Yes,Released Off-Site, ,Male,Juvenile,203,0,0,0,1652, ,1653, , ,0,7596,
245304.2086,684273.0408,16784,,1994/06/30 00:00:00+00,1994/06/30 00:00:00+00,Northwest,East Panhandle,Bay, ,PANAMA CITY,0,30.156604,-85.607927,Conflict, ,In Apiary,Snare,No,Released On-Site, ,Male,Juvenile,175,2,0,0,AB63, ,AB64, ,AB63 AND 216,0, ,
664903.310899999,244475.4322,16785,,1994/08/27 00:00:00+00,1994/08/27 00:00:00+00,South,South,Collier, , ,0,26.179094,-81.34525,Conflict, , ,Cage (e.g. Havahart), ,Taken to Rehab, ,Male,Cub,46,1,0,0,298, ,298, , ,0, ,
153723.570599999,725843.5655,16786,,1994/11/07 00:00:00+00,1998/07/01 00:00:00+00,Northwest,West Panhandle,Okaloosa, , ,0,30.51714,-86.568603,Research, , ,Snare,No,Released On-Site, ,Female,Adult,130,5.5,0,0,20, , , ,20,0, ,
644092.411899999,254202.3891,16787,,1995/10/11 00:00:00+00,,South,South,Collier, , ,0,26.270596,-81.551816,Conflict, , , ,Yes,Released Off-Site, ,Unknown,Adult,0,11,0,0,416, ,417, , ,0, ,
635219.804099999,574236.6487,16788,,1996/07/09 00:00:00+00,,Northeast,Central,Lake,OTHER,ASTOR PARK,0,29.153773,-81.57774,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Juvenile,100,0,0,0, , ,B440, ,45,0, ,
664689.153999999,245071.7132,16789,,1996/07/25 00:00:00+00,1996/07/25 00:00:00+00,South,South,Collier, , ,0,26.184507,-81.347267,Conflict, ,In Garbage, ,Yes,Released On-Site, ,Male,Juvenile,150,2,0,0,345, ,348, , ,0, ,
373641.841600001,713643.1847,16790,,1996/08/01 00:00:00+00,1996/08/01 00:00:00+00,Northwest,East Panhandle,Leon,OTHER,TALLAHASSEE,0,30.430051,-84.274665,Conflict, , , , ,Released Off-Site, ,Male,Juvenile,0,1.5,0,0, , , , , ,0, ,
664727.835900001,243468.6957,16791,,1996/09/25 00:00:00+00,1996/09/25 00:00:00+00,South,South,Collier, ,Naples,34117,26.170059,-81.347225,Conflict, , , ,No,Released Off-Site, ,Male,Juvenile,184,2,0,0, , , , ,45,0,7329,
664876.7962,370422.1995,16792,,1996/09/26 00:00:00+00,1996/09/26 00:00:00+00,Southwest,South Central,Highlands,Lake Placid,LAKE PLACID,0,27.313333,-81.318069,Conflict, , ,Culvert,Yes,Released Off-Site, ,Male,Juvenile,155,1,0,0,B105, ,B104, ,104,0, ,
346949.3695,668756.1506,16793,,1997/04/26 00:00:00+00,1997/04/26 00:00:00+00,Northwest,East Panhandle,Wakulla,OTHER,SOPCHOPPY,0,30.024833,-84.550722,Conflict, ,In Apiary,Snare,Yes,Released On-Site, ,Male,Juvenile,185,0,0,0,AB79, ,AB80, ,AB79,0, ,
619477.3299,236031.0278,16794,,1997/06/19 00:00:00+00,1997/06/19 00:00:00+00,South,South,Collier, , ,0,26.111073,-81.801892,Conflict, , , ,Yes,Released Off-Site, ,Unknown,Cub,0,0,0,0,418, ,418, , ,0, ,
639565.8455,575333.3002,16795,,1997/06/20 00:00:00+00,1997/06/20 00:00:00+00,Northeast,Central,Lake,OTHER,ASTOR,0,29.162871,-81.532771,Conflict, , , , ,Released Off-Site, ,Unknown,Cub,0,0,0,0, , , , , ,0, ,
637555.798999999,222765.2437,16796,,1997/10/30 00:00:00+00,1997/10/30 00:00:00+00,South,South,Collier, , ,0,25.988532,-81.623436,Road Injured, , , ,No,OTHER,Unknown,Female,Adult,190,9,0,0,340, , , ,05,0, ,
635610.721700002,573853.7161,16797,,1997/10/31 00:00:00+00,,Northeast,Central,Lake,OTHER,ASTOR PARK,32102,29.150256,-81.573793,Conflict, , , ,Yes,Released Off-Site, ,Female,Adult,170,0,1,0, , ,B435, ,435,0, ,
274280.555199999,640035.4248,16798,,1997/11/04 00:00:00+00,,Northwest,East Panhandle,Gulf,OTHER,CARRABELLE,0,29.761207,-85.301914,Conflict, , , , ,Released Off-Site, ,Female,Cub,0,0,0,0,B278, ,B278, , ,0, ,
350773.944899999,666005.3553,16799,,1997/11/20 00:00:00+00,,Northwest,East Panhandle,Wakulla,OTHER,SOPCHOPPY,0,30.000201,-84.510901,Conflict, , ,Culvert, ,Released Off-Site, ,Female,Adult,150,7,0,0,B251, ,"B252, 76", ,B251,0,7046,
651487.195099998,556750.0527,16800,,1997/11/25 00:00:00+00,1997/11/25 00:00:00+00,Northeast,Central,Lake, ,Deland,32720,28.99336,-81.414044,Conflict, , , ,Yes,Released Off-Site, ,Male,Juvenile,200,0,0,0,403, ,404, ,403,0, ,
640565.537099998,535474.6399,16801,,1997/12/06 00:00:00+00,,Northeast,Central,Lake,OTHER,MT PLYMOUTH,0,28.803833,-81.530697,Conflict, , , ,Yes,Released Off-Site, ,Female,Juvenile,138,0,0,0,409, ,410, ,409,0,7511,
641216.2795,535368.8399,16802,,1997/12/16 00:00:00+00,1997/12/16 00:00:00+00,Northeast,Central,Lake,OTHER,MT PLYMOUTH,0,28.802763,-81.524041,Conflict, , , ,Yes,Released Off-Site, ,Male,Adult,575,0,0,0,411, ,412, ,412,0, ,
655891.378699999,375154.0643,16803,,1997/12/17 00:00:00+00,1997/12/17 00:00:00+00,Southwest,South Central,Highlands,Lake Placid,Lake Placid,33852,27.357667,-81.408014,Conflict, ,Property Damage, ,Yes,Released Off-Site, ,Male,Juvenile,180,0,0,0,B106, ,B107, ,103,0,"7432, 3263",
672765.063700002,212689.6398,16804,,1997/12/30 00:00:00+00,1997/12/30 00:00:00+00,South,South,Collier, , ,0,25.891187,-81.27353,Conflict, , , ,Yes,Released Off-Site, ,Male,Adult,265,0,0,0,421, , , ,50,0, ,
625232.071899999,545549.9483,16805,,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,Northeast,Central,Lake,OTHER,DONA VISTA,0,28.89722,-81.68611,Conflict, , ,Culvert,Yes,Released Off-Site, ,Male,Juvenile,190,0,0,0,376, ,377, ,376,0, ,
318293.6644,641200.5087,16806,,1998/05/10 00:00:00+00,1998/05/10 00:00:00+00,Northwest,East Panhandle,Franklin, , ,0,29.775154,-84.846228,Conflict, ,In Apiary,Snare,Yes,Released On-Site, ,Male,Adult,275,6,0,0,B253, ,B254, , ,0,7532,
662422.825399999,358777.2386,16807,,1998/05/20 00:00:00+00,1998/05/20 00:00:00+00,Southwest,South Central,Highlands, ,Lake Placid,33852,27.208963,-81.345446,Human Safety Risk, , , ,No,Released Off-Site, ,Male,Juvenile,145,0,0,0,B106, ,B107, ,103,0,"7419, 3263",
665023.631700002,365253.0377,16808,,1998/08/12 00:00:00+00,1999/01/12 00:00:00+00,Southwest,South Central,Highlands,Lake Placid,LAKE PLACID,0,27.266763,-81.317721,Rehab Release, , ,Cage (e.g. Havahart),No,Released Off-Site, ,Male,Juvenile,180,1,0,0,371, , , ,112,0,"7518, 3177",
665023.631700002,365253.0377,16809,,1998/08/12 00:00:00+00,1998/08/12 00:00:00+00,Southwest,South Central,Highlands,Lake Placid,LAKE PLACID,0,27.266763,-81.317721,Road Injured, , ,Free Ranging,Yes,Taken to Rehab, ,Male,Cub,25,0.5,0,0, , , , , ,0,"7518, 3177",
335529.809,651566.64,16810,,1998/11/19 00:00:00+00,,Northwest,East Panhandle,Franklin,OTHER,CARRABELLE,0,29.86948,-84.6683,Conflict, , , ,Yes,Released Off-Site, ,Female,Adult,190,0,0,0,77, ,B255/ 226, , ,0, ,
148385.130800001,730474.0506,16811,,1998/12/04 00:00:00+00,1998/12/04 00:00:00+00,Northwest,West Panhandle,Okaloosa,OTHER, ,0,30.557845,-86.625293,Road Injured, , , ,No,OTHER,Unknown,Male,Cub,0,0,0,0,138, ,138, ,38,0, ,
336426.3781,650676.3493,16812,,1999/01/11 00:00:00+00,,Northwest,East Panhandle,Franklin,OTHER,CARRABELLE,0,29.861504,-84.658957,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Adult,173,7,0,0,B256, ,98, ,B256,0, ,
658641.172400001,657133.6059,16813,,1999/04/30 00:00:00+00,1999/04/30 00:00:00+00,Northeast,Central,St. Johns,OTHER, ,0,29.895864,-81.318059,Conflict, , , ,Yes,Released Off-Site, ,Male,Juvenile,150,2,0,0,378, ,379, ,378,0, ,
318359.481400002,641251.7935,16814,,1999/05/15 00:00:00+00,1999/05/15 00:00:00+00,Northwest,East Panhandle,Franklin,OTHER, ,0,29.77562,-84.84555,Conflict, ,In Apiary,Snare,No,Released On-Site, ,Male,Adult,225,7,0,0,B253, ,B254, ,B253,0,7428,
348990.184500001,691092.0198,16815,,1999/05/19 00:00:00+00,1999/05/19 00:00:00+00,Northwest,East Panhandle,Wakulla,OTHER, ,0,30.226137,-84.530534,Conflict, ,In Apiary,Snare,No,Released On-Site, ,Male,Adult,250,3,0,0,236, , , ,236,0, ,
318324.084800001,641299.7757,16816,,1999/05/21 00:00:00+00,1999/05/21 00:00:00+00,Northwest,East Panhandle,Franklin,OTHER, ,0,29.77605,-84.84592,Conflict, ,In Apiary,Snare,Yes,Released On-Site, ,Female,Juvenile,118,3,0,0,B259, ,B258, ,B258,0, ,
635063.384,570754.4286,16817,,1999/05/28 00:00:00+00,2000/03/11 00:00:00+00,Northeast,Central,Lake, , ,0,29.122448,-81.580054,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,8.49,0.12,0,0, , , , ,R62,0, ,
635063.384,570754.4286,16818,,1999/05/28 00:00:00+00,2000/03/11 00:00:00+00,Northeast,Central,Lake, , ,0,29.122448,-81.580054,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,8.36,0.12,0,0, , , , ,R63,0, ,
611927.9267,578332.0262,16819,,1999/05/28 00:00:00+00,2000/10/03 00:00:00+00,Northeast,Central,Marion, , ,0,29.194564,-81.816797,Research, , ,Snare,Yes,Released On-Site, ,Female,Adult,200,4,0,0,101, ,101, ,R101,0, ,
616861.599100001,576317.4481,16820,,1999/05/28 00:00:00+00,2000/10/11 00:00:00+00,Northeast,Central,Marion, , ,0,29.175629,-81.766359,Research, , ,Snare,Yes,Released On-Site, ,Male,Juvenile,148,2,0,0,104, ,104, ,R104,0, ,
614716.157400001,576598.7432,16821,,1999/05/28 00:00:00+00,1999/06/30 00:00:00+00,Northeast,Central,Marion, , ,0,29.17851,-81.7884,Research, , ,Snare,Yes,Released Off-Site, ,Male,Adult,310,4,0,0,R017, ,R017, ,R17,0, ,
619385.271000002,577225.3853,16822,,1999/05/28 00:00:00+00,1999/07/27 00:00:00+00,Northeast,Central,Marion, , ,0,29.18339,-81.7402,Research, , ,Snare,Yes,Released Off-Site, ,Male,Adult,295,5,0,0,R028, ,R028, ,R28,0, ,
620609.191599999,577324.0681,16823,,1999/05/28 00:00:00+00,1999/07/19 00:00:00+00,Northeast,Central,Marion, , ,0,29.184076,-81.727577,Research, , ,Snare,Yes,Released Off-Site, ,Male,Juvenile,98,3,0,0,R024, ,R024, ,R24,0, ,
624223.234700002,575724.9403,16824,,1999/05/28 00:00:00+00,2000/03/10 00:00:00+00,Northeast,Central,Marion, , ,0,29.169073,-81.690667,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,7.63,0.1,0,0, , , , ,R60,0, ,
624223.234700002,575724.9403,16825,,1999/05/28 00:00:00+00,2000/03/10 00:00:00+00,Northeast,Central,Marion, , ,0,29.169073,-81.690667,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,7.82,0.1,0,0, , , , ,R61,0, ,
619883.785500001,571694.2695,16826,,1999/05/28 00:00:00+00,2000/03/09 00:00:00+00,Northeast,Central,Marion, , ,0,29.133506,-81.736112,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,10.25,0.12,0,0, , , , ,R59,0, ,
617227.271499999,574403.7011,16827,,1999/05/28 00:00:00+00,2000/03/07 00:00:00+00,Northeast,Central,Marion, , ,0,29.158338,-81.762951,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,8.77,0.12,0,0, , , , ,R54,0, ,
617227.271499999,574403.7011,16828,,1999/05/28 00:00:00+00,2000/03/07 00:00:00+00,Northeast,Central,Marion, , ,0,29.158338,-81.762951,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,8.69,0.12,0,0, , , , ,R55,0, ,
619883.785500001,571694.2695,16829,,1999/05/28 00:00:00+00,2000/03/09 00:00:00+00,Northeast,Central,Marion, , ,0,29.133506,-81.736112,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,Unknown,Cub,9.52,0.12,0,0, , , , ,R58,0, ,
318343.143800002,641263.0077,16830,,1999/06/15 00:00:00+00,1999/06/15 00:00:00+00,Northwest,East Panhandle,Franklin,OTHER, ,0,29.77572,-84.84572,Conflict, ,In Apiary,Snare,Yes,Released On-Site, ,Female,Adult,105,5,0,0,B261, ,B260, ,B260,0, ,
318343.143800002,641263.0077,16831,,1999/06/24 00:00:00+00,1999/06/24 00:00:00+00,Northwest,East Panhandle,Franklin,OTHER, ,0,29.77572,-84.84572,Conflict, ,In Apiary,Snare,Yes,Released On-Site, ,Male,Adult,182,4,0,0,B262, ,B263, ,B262,0, ,
572738.652600002,527653.388,16832,,1999/07/14 00:00:00+00,1999/07/14 00:00:00+00,North Central,Big Bend,Citrus,OTHER,FLORAL CITY,0,28.743918,-82.22795,Conflict, , ,Cage (e.g. Havahart),No,Released Off-Site, ,Male,Juvenile,95,1,0,0,371, ,388, ,112,0, ,
650021.995999999,553169.5156,16833,,1999/07/27 00:00:00+00,1999/07/27 00:00:00+00,Northeast,Central,Lake,Pine Lakes, ,0,28.9614,-81.429873,Conflict, , ,Culvert, ,Released Off-Site, ,Female,Juvenile,100,1,0,0,127, ,128, ,127,0, ,
650021.995999999,553169.5156,16834,,1999/07/29 00:00:00+00,1999/07/29 00:00:00+00,Northeast,Central,Lake,Pine Lakes, ,0,28.9614,-81.429873,Conflict, , ,Free Ranging, ,Released Off-Site, ,Female,Adult,160,3,2,0,129, ,130, ,129,0, ,
654701.2874,532361.4165,16835,,1999/09/21 00:00:00+00,1999/09/21 00:00:00+00,Northeast,Central,Seminole,OTHER,LAKE MARY,32746,28.773182,-81.386319,Conflict, , , , ,Released Off-Site, ,Male,Adult,275,0,0,0, , , , , ,0, ,
646322.483199999,561364.6047,16836,,1999/10/21 00:00:00+00,1999/10/21 00:00:00+00,Northeast,Central,Lake,OTHER,Paisley,0,29.035871,-81.466161,Conflict, , ,Culvert,Yes,Released Off-Site, ,Male,Adult,215,7,0,0,381, ,380, ,380,0,3359,
337220.743900001,649371.7921,16837,,1999/11/09 00:00:00+00,,Northwest,East Panhandle,Franklin,OTHER, ,0,29.849791,-84.650652,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Cub,0,0.5,0,0, , , , , ,0, ,
337220.743900001,649371.7921,16838,,1999/11/09 00:00:00+00,,Northwest,East Panhandle,Franklin,OTHER, ,0,29.849791,-84.650652,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Juvenile,135,3,1,0,X44, ,239/ X44, ,239,0,3361,
633999.122900002,574669.9867,16839,,1999/12/15 00:00:00+00,,Northeast,Central,Lake,OTHER, ,0,29.15789,-81.59022,Conflict, , ,Free Ranging,Yes,Released Off-Site, ,Male,Cub,105,0.5,0,0,307, , , ,R49,0,7681,
633999.122900002,574669.9867,16840,,1999/12/15 00:00:00+00,,Northeast,Central,Lake,OTHER, ,0,29.15789,-81.59022,Conflict, , ,Free Ranging,No,Released Off-Site, ,Female,Adult,160,3,2,0,R041, , , ,R41,0, ,
633999.122900002,574669.9867,16841,,1999/12/15 00:00:00+00,,Northeast,Central,Lake,OTHER, ,0,29.15789,-81.59022,Conflict, , ,Free Ranging,Yes,Released Off-Site, ,Female,Cub,102,0.5,0,0,302, , , ,R48,0,15234,
650615.7489,550753.0559,16842,,2000/01/11 00:00:00+00,,Northeast,Central,Lake,Pine Lakes,EUSTIS,0,28.939533,-81.42429,Conflict, , ,Culvert,Yes,Released Off-Site, ,Male,Adult,0,4,0,0,388, ,384, ,384,0, ,
650615.7489,550753.0559,16843,,2000/03/07 00:00:00+00,,Northeast,Central,Lake,Pine Lakes,EUSTIS,0,28.939533,-81.42429,Conflict, , ,Culvert,Yes,Released Off-Site, ,Male,Juvenile,200,2,0,0,389, ,390, ,389,0, ,
580793.2709,623140.0729,16844,,2000/06/13 00:00:00+00,2000/06/13 00:00:00+00,North Central,Central,Alachua,OTHER,HAWTHORNE,32640,29.602663,-82.130484,Conflict, , ,Culvert,No,Released Off-Site, ,Male,Juvenile,108,2,0,0,371, , , ,112,0, ,
145821.918200001,716632.599,16845,,2000/06/24 00:00:00+00,,Northwest,West Panhandle,Okaloosa,OTHER,FT WALTON BEACH,0,30.432652,-86.648927,Conflict, , , ,No,Released Off-Site, ,Male,Adult,315,0,0,0,206, ,205, ,5,0,7207,
662063.745999999,525935.1538,16846,,2000/07/28 00:00:00+00,,Northeast,Central,Seminole,OTHER,WINTER SPRINGS,0,28.713904,-81.312228,Conflict, , ,Culvert,Yes,Released Off-Site, ,Female,Juvenile,125,1,0,0,123, ,124, ,123,0, ,
